IČO;Název;Okres
00239399;Městys Loučeň;Nymburk
00232173;Městys Louňovice pod Blaníkem;Benešov
00286192;Městys Luka nad Jihlavou;Jihlava
00248606;Městys Lukavec;Pelhřimov
00636843;Městys Lukov;Znojmo
00280615;Městys Lysice;Blansko
00272809;Městys Machov;Náchod
00236217;Městys Malešov;Kutná Hora
00252522;Městys Malšice;Tábor
00232181;Městys Maršovice;Benešov
00488046;Městys Medlov;Brno - venkov
00265233;Městys Měcholupy;Louny
00294799;Městys Měřín;Žďár nad Sázavou
00293148;Městys Mikulovice;Znojmo
00278149;Městys Mladé Buky;Trutnov
00279234;Městys Mladkov;Ústí nad Orlicí
00271853;Městys Mlázovice;Jičín
00289922;Městys Mohelno;Třebíč
00283363;Městys Moravská Nová Ves;Břeclav
00286265;Městys Mrákotín;Jihlava
00244091;Městys Mšec;Rakovník
00232289;Městys Načeradec;Benešov
00299260;Městys Náměšť na Hané;Olomouc
00294845;Městys Nedvědice;Brno - venkov
00240524;Městys Nehvizdy;Praha - východ
00265284;Městys Nepomyšl;Louny
00232360;Městys Netvořice;Benešov
00232378;Městys Neustupov;Benešov
00288501;Městys Nezamyslice;Prostějov
00283428;Městys Nosislav;Brno - venkov
00248720;Městys Nová Cerekev;Pelhřimov
00286311;Městys Nová Říše;Jihlava
00236276;Městys Nové Dvory;Kutná Hora
00294926;Městys Nové Veselí;Žďár nad Sázavou
00272884;Městys Nový Hrádek;Náchod
00304131;Městys Nový Hrozenkov;Vsetín
00248738;Městys Nový Rychnov;Pelhřimov
00290050;Městys Okříšky;Třebíč
00636886;Městys Olbramkostel;Znojmo
00293270;Městys Olbramovice;Znojmo
00637475;Městys Oleksovice;Znojmo
00290068;Městys Opatov;Třebíč
00377155;Městys Ostrovačice;Brno - venkov
00295035;Městys Ostrov nad Oslavou;Žďár nad Sázavou
00280780;Městys Ostrov u Macochy;Blansko
00291218;Městys Osvětimany;Uherské Hradiště
00265314;Městys Panenský Týnec;Louny
00244210;Městys Pavlíkov;Rakovník
00271926;Městys Pecka;Jičín
00265331;Městys Peruc;Louny
00235636;Městys Plaňany;Kolín
00271951;Městys Podhradí;Jičín
00291251;Městys Polešovice;Uherské Hradiště
00568708;Městys Pozlovice;Zlín
00282375;Městys Pozořice;Brno - venkov
00293415;Městys Prosiměřice;Znojmo
00288675;Městys Protivanov;Prostějov
00246093;Městys Přídolí;Český Krumlov
00277258;Městys Radiměř;Svitavy
00251721;Městys Radomyšl;Strakonice
00295248;Městys Radostín nad Oslavou;Žďár nad Sázavou
00236381;Městys Rataje nad Sázavou;Kutná Hora
00265446;Městys Ročov;Louny
00290360;Městys Rokytnice nad Rokytnou;Třebíč
00244384;Městys Senomaty;Rakovník
00250091;Městys Sepekov;Písek
00244422;Městys Slabce;Rakovník
00265497;Městys Slavětín;Louny
00280950;Městys Sloup;Blansko
00295451;Městys Sněžné;Žďár nad Sázavou
00508934;Městys Sovínky;Mladá Boleslav
00298387;Městys Spálov;Nový Jičín
00252930;Městys Stádlec;Tábor
00286648;Městys Stará Říše;Jihlava
00247499;Městys Staré Město pod Landštejnem;Jindřichův Hradec
00290491;Městys Stařeč;Třebíč
00286656;Městys Stonařov;Jihlava
00260169;Městys Stráž;Tachov
00295493;Městys Strážek;Žďár nad Sázavou
00250694;Městys Strážný;Prachatice
00250708;Městys Strunkovice nad Blanicí;Prachatice
00236462;Městys Suchdol;Kutná Hora
00298450;Městys Suchdol nad Odrou;Nový Jičín
00573141;Městys Svatava;Sokolov
00281042;Městys Svitávka;Blansko
00277452;Městys Svojanov;Svitavy
00293580;Městys Šatov;Znojmo
00245500;Městys Ševětín;České Budějovice
00240869;Městys Škvorec;Praha - východ
00241725;Městys Štěchovice;Praha - západ
00251895;Městys Štěkeň;Strakonice
00295558;Městys Štěpánov nad Svratkou;Žďár nad Sázavou
00293598;Městys Štítary;Znojmo
00268356;Městys Štoky;Havlíčkův Brod
00292354;Městys Švábenice;Vyškov
00288853;Městys Tištín;Prostějov
00271055;Městys Trhová Kamenice;Chrudim
00637637;Městys Troskotovice;Brno - venkov
00268402;Městys Uhelná Příbram;Havlíčkův Brod
00268411;Městys Úsobí;Havlíčkův Brod
00271128;Městys Včelákov;Chrudim
00283690;Městys Velké Němčice;Břeclav
00654451;Městys Velké Poříčí;Náchod
00299677;Městys Velký Újezd;Olomouc
00484776;Městys Velký Vřešťov;Trutnov
00293768;Městys Vémyslice;Znojmo
00286842;Městys Větrný Jeníkov;Jihlava
00268470;Městys Vilémov;Havlíčkův Brod
00293784;Městys Višňové;Znojmo
00290661;Městys Vladislav;Třebíč
00295761;Městys Vojnův Městec;Žďár nad Sázavou
00293806;Městys Vranov nad Dyjí;Znojmo
00235121;Městys Vraný;Kladno
00637122;Městys Vratěnín;Znojmo
00233005;Městys Vrchotovy Janovice;Benešov
00253871;Městys Všeruby;Domažlice
00237329;Městys Všetaty;Mělník
00243582;Městys Vysoký Chlumec;Příbram
00472051;Městys Zápy;Praha - východ
00262617;Městys Zásada;Jablonec nad Nisou
00481491;Městys Zdislava;Liberec
00233072;Městys Zdislavice;Benešov
00235172;Městys Zlonice;Kladno
00573868;Městys Zvíkovec;Rokycany
00236683;Městys Žehušice;Kutná Hora
00290751;Městys Želetava;Třebíč
00273295;Městys Žernov;Náchod
00257508;Městys Žinkovy;Plzeň - jih
00271292;Městys Žumberk;Chrudim
00581160;Obec Adamov;České Budějovice
00639664;Obec Adamov;Kutná Hora
00653560;Obec Adršpach;Náchod
00297429;Obec Albrechtice;Karviná
00581003;Obec Albrechtice;Ústí nad Orlicí
00249521;Obec Albrechtice nad Vltavou;Písek
00579106;OBEC ALBRECHTICE N.O.;Rychnov nad Kněžnou
00262277;Obec Albrechtice v Jizerských horách;Jablonec nad Nisou
00600814;Obec Albrechtičky;Nový Jičín
00488542;Obec Alojzov;Prostějov
00573175;Obec Andělská Hora;Karlovy Vary
00580988;Obec Anenská Studánka;Ústí nad Orlicí
00284751;Obec Archlebov;Hodonín
00475858;Obec Arneštovice;Pelhřimov
00373613;Obec Arnolec;Jihlava
00261173;Obec Arnoltice;Děčín
00290777;Obec Babice;Uherské Hradiště
00375357;Obec Babice;Třebíč
00582964;Obec Babice;Prachatice
45978484;Obec Babice;Hradec Králové
00635260;Obec Babice;Olomouc
00240028;Obec Babice;Praha - východ
00281557;Obec Babice nad Svitavou;Brno - venkov
00362531;Obec Babice u Rosic;Brno - venkov
00572551;Obec Babylon;Domažlice
00512231;Obec Bácovice;Pelhřimov
60114525;Obec Bačalky;Jičín
00274682;Obec Bačetín;Rychnov nad Kněžnou
00375365;Obec Bačice;Třebíč
00579777;Obec Bačkov;Havlíčkův Brod
48527408;Obec Bačkovice;Třebíč
00842401;Obec Baliny;Žďár nad Sázavou
00512516;Obec Balkova Lhota;Tábor
00579441;Obec Banín;Svitavy
00290785;Obec Bánov;Uherské Hradiště
00512915;Obec Báňovice;Jindřichův Hradec
00600113;Obec Bantice;Znojmo
00273317;Obec Barchov;Pardubice
00268593;Obec Barchov;Hradec Králové
00235237;Obec Barchovice;Kolín
00297721;Obec Bartošovice;Nový Jičín
00274691;Obec Bartošovice v Orlických horách;Rychnov nad Kněžnou
00579785;Obec Bartoušov;Havlíčkův Brod
00287024;Obec Bařice - Velké Těšany;Kroměříž
00296511;Obec Baška;Frýdek - Místek
00271314;Obec Bašnice;Jičín
00240036;Obec Bašť;Praha - východ
00277657;Obec Batňovice;Trutnov
00600148;Obec Bavory;Břeclav
00509612;Obec Bavoryně;Beroun
00573001;Obec Bdeněves;Plzeň - sever
00639770;Obec Bdín;Rakovník
00512524;Obec Bečice;Tábor
00581178;Obec Bečice;České Budějovice
00265811;Obec Bečov;Most
00235245;Obec Bečváry;Kolín
00288004;Obec Bedihošť;Prostějov
00512923;Obec Bednárec;Jindřichův Hradec
00666874;Obec Bednáreček;Jindřichův Hradec
00636665;Obec Bedřichov;Blansko
00525511;Obec Bedřichov;Jablonec nad Nisou
00573507;Obec Běhařov;Klatovy
00271322;Obec Běchary;Jičín
00263346;Obec Bechlín;Litoměřice
00275603;Obec Bělá;Semily
00512249;Obec Bělá;Pelhřimov
00534650;Obec Bělá;Opava
00179612;Obec Bělá;Havlíčkův Brod
00579459;Obec Bělá nad Svitavou;Svitavy
00302333;Obec Bělá pod Pradědem;Jeseník
00484164;Obec Bělá u Jevíčka;Svitavy
00640263;Obec Běleč;Kladno
00582506;Obec Běleč;Tábor
00532070;Obec Běleč;Brno - venkov
00268615;Obec Běleč nad Orlicí;Hradec Králové
00298654;Obec Bělkovice-Lašťany;Olomouc
00234125;Obec Běloky;Kladno
00301019;Obec Bělotín;Přerov
00287032;Obec Bělov;Zlín
00235253;Obec Bělušice;Kolín
00265829;Obec Bělušice;Most
00653306;Obec Benátky;Hradec Králové
00276375;Obec Benátky;Svitavy
00275581;Obec Benecko;Semily
00279927;Obec Benešov;Blansko
00869066;Obec Benešovice;Tachov
00245780;Obec Benešov nad Černou;Český Krumlov
00275590;Obec Benešov u Semil;Semily
00375381;Obec Benetice;Třebíč
00636126;Obec Beňov;Přerov
00640301;Obec Bernardov;Kutná Hora
00277665;Obec Bernartice;Trutnov
00302325;Obec Bernartice;Jeseník
00473359;Obec Bernartice;Benešov
00600717;Obec Bernartice nad Odrou;Nový Jičín
00238988;Obec Běrunice;Nymburk
00234133;Obec Beřovice;Kladno
00856606;Obec Běstovice;Ústí nad Orlicí
00269841;Obec Běstvina;Chrudim
00255211;Obec Běšiny;Klatovy
00509621;Obec Běštín;Beroun
00194514;Obec Bezděčí u Trnávky;Svitavy
00476838;Obec Bezdědovice;Strakonice
00273325;Obec Bezděkov;Pardubice
00574015;Obec Bezděkov;Rokycany
00579793;Obec Bezděkov;Havlíčkův Brod
00255220;Obec Bezděkov;Klatovy
00653691;Obec Bezděkov nad Metují;Náchod
00498629;Obec Bezděkov pod Třemšínem;Příbram
00673382;Obec Bezděz;Česká Lípa
00600121;Obec Bezkov;Znojmo
00287041;Obec Bezměrov;Kroměříž
00636118;Obec Bezuchov;Přerov
00257541;Obec Bezvěrov;Plzeň - sever
00577669;Obec Bílá;Frýdek - Místek
00262668;Obec Bílá;Liberec
00509108;Obec Bílá Hlína;Mladá Boleslav
00298662;Obec Bílá Lhota;Olomouc
00277673;Obec Bílá Třemešná;Trutnov
00302341;Obec Bílá Voda;Jeseník
00295868;Obec Bílčice;Bruntál
00261793;Obec Bílence;Chomutov
00581054;Obec Bílé Poličany;Trutnov
00640450;Obec Bílichov;Kladno
00232807;Obec Bílkovice;Benešov
48430749;Obec Bílov;Nový Jičín
47733381;Obec Bílov;Plzeň - sever
00290793;Obec Bílovice;Uherské Hradiště
00288012;Obec Bílovice-Lutotín;Prostějov
00281581;Obec Bílovice nad Svitavou;Brno - venkov
00576239;Obec Bílsko;Olomouc
00578215;Obec Bílsko;Jičín
00250970;Obec Bílsko;Strakonice
00373621;Obec Bílý Kámen;Jihlava
00672106;Obec Bílý Kostel nad Nisou;Liberec
00831417;Obec Bílý Potok;Liberec
00274704;Obec Bílý Újezd;Rychnov nad Kněžnou
43313868;Obec Biřkov;Klatovy
00637513;Obec Biskoupky;Brno - venkov
00283771;Obec Biskupice;Zlín
00288021;Obec Biskupice;Prostějov
00579467;Obec Biskupice;Svitavy
15054241;Obec Biskupice;Chrudim
00375390;Obec Biskupice-Pulkov;Třebíč
00237477;Obec Bítouchov;Mladá Boleslav
00292494;Obec Bítov;Znojmo
64629929;Obec Bítov;Nový Jičín
00485667;Obec Bítovany;Chrudim
00839582;Obec Bítovčice;Jihlava
00556238;Obec Bitozeves;Louny
00600130;Obec Blanné;Znojmo
00673099;Obec Blatce;Česká Lípa
00635367;Obec Blatec;Olomouc
00257567;Obec Blatnice;Plzeň - sever
00375403;Obec Blatnice;Třebíč
00284769;Obec Blatnice pod Svatým Antonínkem;Hodonín
00488518;Obec Blatnička;Hodonín
00264768;Obec Blatno;Louny
00261807;Obec Blatno;Chomutov
47930292;Obec Blazice;Kroměříž
00246298;Obec Blažejov;Jindřichův Hradec
00473456;Obec Blažejovice;Benešov
00573035;Obec Blažim;Plzeň - sever
00556246;Obec Blažim;Louny
00599263;Obec Blažkov;Žďár nad Sázavou
00281603;Obec Blažovice;Brno - venkov
45978638;Obec Blešno;Hradec Králové
00234150;Obec Blevice;Kladno
00599271;Obec Blízkov;Žďár nad Sázavou
00253243;Obec Blížejov;Domažlice
00524743;Obec Blíževedly;Česká Lípa
00556254;Obec Blšany u Loun;Louny
00281611;Obec Blučina;Brno - venkov
00302368;Obec Bludov;Šumperk
00640280;Obec Bludov;Kutná Hora
00238996;Obec Bobnice;Nymburk
00545376;Obec Bobrůvka;Žďár nad Sázavou
00535931;Obec Bocanovice;Frýdek - Místek
00271357;Obec Boháňka;Jičín
00268640;Obec Boharyně;Hradec Králové
00368750;Obec Bohaté Málkovice;Vyškov
00673340;Obec Bohatice;Česká Lípa
00599280;Obec Bohdalec;Žďár nad Sázavou
00291641;Obec Bohdalice - Pavlovice;Vyškov
00515981;Obec Bohdalín;Pelhřimov
00475785;Obec Bohdalovice;Český Krumlov
00236004;Obec Bohdaneč;Kutná Hora
00274712;Obec Bohdašín;Rychnov nad Kněžnou
00302376;Obec Bohdíkov;Šumperk
00662763;Obec Bohostice;Příbram
00250333;Obec Bohumilice;Prachatice
00582972;Obec Bohunice;Prachatice
00599298;Obec Bohuňov;Žďár nad Sázavou
00276413;Obec Bohuňov;Svitavy
00276421;Obec Bohuňovice;Svitavy
00298697;Obec Bohuňovice;Olomouc
00302384;Obec Bohuslavice;Šumperk
00299839;Obec Bohuslavice;Opava
00288039;Obec Bohuslavice;Prostějov
00373630;Obec Bohuslavice;Jihlava
00272493;OBEC BOHUSLAVICE NAD METUJÍ;Náchod
70910731;Obec Bohuslavice nad Vláří;Zlín
00283789;Obec Bohuslavice u Zlína;Zlín
00636142;Obec Bohuslávky;Přerov
00376078;Obec Bohušice;Třebíč
00295876;Obec Bohušov;Bruntál
00637343;Obec Bohutice;Znojmo
00241946;Obec Bohutín;Příbram
00302392;Obec Bohutín;Šumperk
00572977;Obec Bohy;Plzeň - sever
00301051;Obec Bochoř;Přerov
00376094;Obec Bochovice;Třebíč
00600229;Obec Bojanovice;Znojmo
00241091;Obec Bojanovice;Praha - západ
00267228;Obec Bojiště;Havlíčkův Brod
00299847;Obec Bolatice;Opava
00261815;Obec Boleboř;Chomutov
00274721;Obec Bolehošť;Rychnov nad Kněžnou
00255246;Obec Bolešiny;Klatovy
00574082;Obec Bolkov;Plzeň - jih
00179680;Obec Boňkov;Havlíčkův Brod
00294021;Obec Borač;Brno - venkov
00600687;Obec Bordovice;Nový Jičín
00237493;Obec Boreč;Mladá Boleslav
00236713;Obec Borek;Praha - východ
00267236;Obec Borek;Havlíčkův Brod
00244678;Obec Borek;České Budějovice
00578223;Obec Borek;Jičín
00273376;Obec Borek;Pardubice
00283029;Obec Borkovany;Břeclav
00252093;Obec Borkovice;Tábor
00637351;Obec Borotice;Znojmo
00241962;Obec Borotice;Příbram
00279951;Obec Borotín;Blansko
00654141;Obec Borová;Náchod
00276430;Obec Borová;Svitavy
00250341;Obec Borová Lada;Prachatice
00511455;Obec Borovany;Písek
42634555;Obec Borovná;Jihlava
00581186;Obec Borovnice;České Budějovice
00580210;Obec Borovnice;Trutnov
00473430;Obec Borovnice;Benešov
00599301;Obec Borovnice;Žďár nad Sázavou
00274747;Obec Borovnice;Rychnov nad Kněžnou
00580201;Obec Borovnička;Trutnov
00599310;Obec Borovník;Brno - venkov
00574139;Obec Borovno;Plzeň - jih
00573388;Obec Borovy;Plzeň - jih
00290823;Obec Boršice;Uherské Hradiště
00290815;Obec Boršice u Blatnice;Uherské Hradiště
00373648;Obec Boršov;Jihlava
00244694;Obec Boršov nad Vltavou;České Budějovice
00496987;Obec Bor u Skutče;Chrudim
00579475;Obec Borušov;Svitavy
00294055;Obec Bory;Žďár nad Sázavou
00240061;Obec Bořanovice;Praha - východ
00544523;Obec Bořenovice;Kroměříž
00283037;Obec Bořetice;Břeclav
00512257;Obec Bořetice;Pelhřimov
00512931;Obec Bořetín;Jindřichův Hradec
00476439;Obec Bořetín;Pelhřimov
00269883;Obec Bořice;Chrudim
00266248;Obec Bořislav;Teplice
00279960;Obec Bořitov;Blansko
00509191;Obec Boseň;Mladá Boleslav
00600237;Obec Boskovštejn;Znojmo
00250350;Obec Bošice;Prachatice
00581194;Obec Bošilec;České Budějovice
00580341;Obec Bošín;Ústí nad Orlicí
00291650;Obec Bošovice;Vyškov
00511706;Obec Boudy;Písek
00288047;Obec Bousín;Prostějov
00654655;Obec Bousov;Chrudim
00298719;Obec Bouzov;Olomouc
00275611;Obec Bozkov;Semily
00272515;Obec Božanov;Náchod
00249556;Obec Božetice;Písek
00292567;Obec Božice;Znojmo
00573183;Obec Božičany;Karlovy Vary
00512532;Obec Bradáčov;Tábor
00578231;Obec Brada-Rybníček;Jičín
00508888;Obec Bradlec;Mladá Boleslav
00275620;Obec Bradlecká Lhota;Semily
00640310;Obec Brambory;Kutná Hora
00265845;Obec Braňany;Most
00265837;Obec Brandov;Most
00234168;Obec Brandýsek;Kladno
00249564;Obec Branice;Písek
00362832;Obec Braníškov;Brno - venkov
00581666;Obec Branišov;České Budějovice
00637360;Obec Branišovice;Brno - venkov
47812303;Obec Branka u Opavy;Opava
00303712;Obec Branky;Vsetín
00302406;Obec Branná;Šumperk
00243663;Obec Branov;Rakovník
00545635;Obec Bransouze;Třebíč
00295884;Obec Brantice;Bruntál
00509205;Obec Branžež;Mladá Boleslav
00234176;Obec Braškov;Kladno
00488127;Obec Bratčice;Brno - venkov
00640212;Obec Bratčice;Kutná Hora
00241971;Obec Bratkovice;Příbram
00234192;Obec Bratronice;Kladno
00476846;Obec Bratronice;Strakonice
00635847;Obec Bratrušov;Šumperk
00283801;Obec Bratřejov;Zlín
00247871;Obec Bratřice;Pelhřimov
00635600;Obec Bratříkovice;Opava
00639699;Obec Bratřínov;Praha - západ
68921063;Obec Bravantice;Nový Jičín
00240087;Obec Brázdim;Praha - východ
04498682;Obec Bražec;Karlovy Vary
00273384;Obec Brloh;Pardubice
00245801;Obec Brloh;Český Krumlov
00263389;Obec Brňany;Litoměřice
00276464;Obec Brněnec;Svitavy
00302422;Obec Brníčko;Šumperk
00572608;Obec Brnířov;Domažlice
00260401;Obec Brniště;Česká Lípa
00831778;Obec Brodec;Louny
00288055;Obec Brodek u Konice;Prostějov
00572985;Obec Brodeslavy;Plzeň - sever
